index,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,target
1275,170.24,2023-06-05 16:24:12,Debit,San Francisco,Branch,62.0,Retired,133.0,1.0,5172.99,2024-11-04 08:08:04,3
1276,56.620000000000005,2023-02-27 17:59:36,Debit,Austin,Branch,54.0,Doctor,121.0,1.0,8981.1,2024-11-04 08:08:45,0
1277,53.139999999999986,2023-04-21 17:19:56,Debit,Las Vegas,ATM,34.0,Doctor,70.0,1.0,7915.0,2024-11-04 08:07:15,3
1278,587.23,2023-07-31 17:54:28,Debit,Omaha,Online,27.0,Student,144.0,1.0,500.84000000000015,2024-11-04 08:09:21,1
1284,155.51,2023-08-21 18:51:06,Debit,Raleigh,ATM,68.0,Doctor,15.0,1.0,5360.19,2024-11-04 08:08:23,1
1285,135.14999999999998,2023-03-20 17:13:09,Debit,Colorado Springs,Online,72.0,Retired,50.0,1.0,5878.14,2024-11-04 08:10:37,0
1286,39.48000000000002,2023-05-26 16:47:51,Debit,Omaha,ATM,56.0,Retired,38.0,1.0,5889.51,2024-11-04 08:11:50,3
1287,451.68,2023-04-18 18:55:32,Debit,Houston,Online,33.0,Engineer,15.0,1.0,4381.54,2024-11-04 08:09:51,3
1290,427.69,2023-03-28 16:02:03,Debit,Raleigh,ATM,43.0,Engineer,236.0,1.0,2443.54,2024-11-04 08:11:53,0
1291,254.86,2023-01-26 17:21:46,Debit,Boston,Branch,23.0,Student,102.0,1.0,699.8999999999996,2024-11-04 08:11:39,0
1292,19.480000000000018,2023-07-10 16:01:03,Debit,Dallas,ATM,27.0,Engineer,114.0,1.0,4739.59,,3
1293,190.17,2023-06-09 17:41:13,Debit,Baltimore,ATM,49.0,Doctor,265.0,1.0,12893.85,2024-11-04 08:08:48,3
1296,93.22,2023-04-07 17:11:35,Debit,Charlotte,Online,52.0,Retired,52.0,1.0,1014.6300000000001,2024-11-04 08:09:41,3
1297,547.98,2023-10-24 17:04:59,Debit,Oklahoma City,ATM,28.0,Student,171.0,1.0,1358.54,,2
1298,641.06,2023-12-11 16:09:08,Debit,Colorado Springs,ATM,23.0,Student,25.0,1.0,1602.13,2024-11-04 08:07:21,2
1300,836.45,2023-02-27 16:02:00,Debit,Virginia Beach,Online,61.0,Retired,63.0,1.0,1731.8900000000003,2024-11-04 08:12:12,0
1304,609.52,2023-07-28 16:03:27,Debit,Washington,ATM,78.0,Retired,169.0,1.0,3485.03,2024-11-04 08:08:19,1
1306,100.00999999999999,2023-06-29 16:06:51,Debit,Philadelphia,ATM,50.0,Doctor,63.0,1.0,6393.12,2024-11-04 08:09:27,3
1308,111.07999999999996,2023-05-15 17:46:13,Debit,Chicago,Online,70.0,Doctor,83.0,1.0,7037.34,2024-11-04 08:10:59,3
1311,78.62,2023-07-31 16:46:29,Debit,Oklahoma City,Branch,32.0,Doctor,52.0,1.0,1360.85,2024-11-04 08:08:12,1
1312,47.78999999999999,2023-09-15 17:00:20,Debit,Denver,Branch,25.0,Student,37.0,1.0,1649.92,2024-11-04 08:11:55,1
1313,333.97,2023-03-22 16:18:37,Debit,Fresno,Branch,52.0,Doctor,45.0,1.0,5237.36,2024-11-04 08:11:48,0
1314,30.870000000000005,2023-07-12 16:50:42,Debit,Fresno,ATM,33.0,Doctor,295.0,1.0,14348.65,2024-11-04 08:10:43,1
1315,710.43,2023-03-08 17:07:21,Debit,San Diego,Online,67.0,Retired,115.0,1.0,5625.55,2024-11-04 08:08:42,0
1316,220.23,2023-09-18 18:35:23,Debit,Milwaukee,ATM,41.0,Engineer,48.0,1.0,3438.02,2024-11-04 08:06:33,1
1317,27.279999999999973,2023-12-25 16:30:45,Debit,Atlanta,ATM,29.0,Doctor,96.0,1.0,10668.24,2024-11-04 08:09:42,2
1318,101.51999999999998,2023-08-09 16:22:25,Debit,Tucson,ATM,49.0,Engineer,98.0,1.0,2018.9,2024-11-04 08:08:38,1
1319,162.65,2023-05-11 17:15:10,Debit,New York,ATM,59.0,Engineer,147.0,1.0,9500.95,2024-11-04 08:11:20,3
1320,10.519999999999982,2023-07-19 17:38:50,Debit,Kansas City,ATM,55.0,Retired,30.0,1.0,2472.99,2024-11-04 08:11:06,1
1321,270.72,2023-03-27 17:25:32,Debit,Los Angeles,Branch,38.0,Doctor,37.0,1.0,6522.47,2024-11-04 08:12:10,0
1323,247.58,2023-05-29 18:40:32,Debit,San Antonio,ATM,39.0,Engineer,152.0,1.0,778.7399999999998,2024-11-04 08:07:18,3
1326,109.91,2023-05-01 16:23:22,Debit,Seattle,Branch,38.0,Doctor,90.0,1.0,12896.06,2024-11-04 08:10:57,3
1328,490.76,,Debit,Columbus,Online,66.0,Retired,156.0,1.0,6414.11,2024-11-04 08:09:44,2
1329,224.28,2023-02-15 16:50:13,Debit,Chicago,Online,64.0,Retired,68.0,1.0,5767.51,2024-11-04 08:10:52,0
1331,608.79,2023-11-03 18:37:18,Debit,Fort Worth,Online,55.0,Engineer,157.0,1.0,2991.17,2024-11-04 08:12:18,2
1334,203.34,2023-12-20 17:13:50,Debit,Phoenix,ATM,60.0,Doctor,66.0,1.0,13586.99,2024-11-04 08:09:43,2
1335,90.88,2023-11-20 17:08:33,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,1.0,7117.35,2024-11-04 08:10:50,2
1337,393.92,2023-05-16 16:57:35,Debit,Memphis,Branch,72.0,Retired,47.0,1.0,7318.64,2024-11-04 08:12:07,3
1338,19.389999999999986,2023-11-17 16:39:20,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,1.0,9847.6,2024-11-04 08:11:24,2
1342,289.05,2023-06-09 17:58:00,Debit,New York,ATM,75.0,Retired,116.0,1.0,5683.49,2024-11-04 08:11:58,3
1343,46.110000000000014,2023-03-27 17:07:20,Debit,San Francisco,Online,33.0,Doctor,233.0,1.0,5225.73,2024-11-04 08:10:44,0
1344,335.5,2023-08-14 16:01:02,Debit,Sacramento,ATM,63.0,Retired,47.0,1.0,6445.4,2024-11-04 08:12:23,1
1345,388.07,2023-09-05 17:34:08,Debit,Seattle,Online,24.0,Student,68.0,1.0,289.71000000000004,2024-11-04 08:10:37,1
1347,787.4100000000001,2023-06-19 16:22:28,Debit,Memphis,Online,25.0,Student,39.0,1.0,300.8699999999999,2024-11-04 08:06:44,3
1349,22.30000000000001,2023-05-01 16:57:17,Debit,Philadelphia,ATM,21.0,Student,90.0,1.0,1200.3500000000004,2024-11-04 08:12:18,3
1350,203.12,2023-01-18 16:59:48,Debit,San Jose,ATM,56.0,Retired,181.0,1.0,1562.3900000000003,2024-11-04 08:09:15,0
1354,0.2599999999999909,2023-11-23 16:14:48,Debit,Oklahoma City,Online,20.0,Student,173.0,1.0,1833.67,2024-11-04 08:07:45,2
1355,210.77,2023-05-31 16:50:20,Debit,Mesa,ATM,71.0,Retired,161.0,1.0,5396.65,2024-11-04 08:11:21,3
1356,406.65,2023-11-08 18:32:44,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,2024-11-04 08:11:01,2
1357,422.9,2023-02-27 16:15:53,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,2024-11-04 08:10:52,0
1359,174.39,2023-01-09 16:08:52,Debit,San Francisco,ATM,19.0,Student,36.0,1.0,1127.08,2024-11-04 08:11:01,0
1364,16.55000000000001,2023-09-11 17:05:50,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,2024-11-04 08:08:11,1
1365,91.32,2023-11-10 16:43:45,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,2024-11-04 08:08:22,2
1367,49.620000000000005,2023-12-07 16:19:07,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.42,2024-11-04 08:07:23,2
1369,405.6,2023-08-08 17:41:41,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,2024-11-04 08:09:24,1
1370,512.95,2023-10-16 17:08:36,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,2024-11-04 08:10:05,2
1371,345.94,2023-10-09 17:32:57,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,2024-11-04 08:11:40,1
1372,356.56,2023-10-09 17:23:21,Debit,New York,Online,47.0,Engineer,52.0,1.0,2485.73,2024-11-04 08:11:57,1
1373,10.310000000000002,2023-01-13 16:23:56,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,2024-11-04 08:11:14,0
1374,211.69,2023-10-20 16:02:07,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,2024-11-04 08:07:50,2
1376,278.23,2023-05-04 17:49:33,Debit,Fresno,Online,48.0,Engineer,83.0,1.0,8300.54,2024-11-04 08:09:46,3
1377,116.88,2023-10-04 17:10:02,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.34,2024-11-04 08:10:02,1
1379,77.53,2023-07-25 18:00:25,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,2024-11-04 08:07:12,1
1380,421.74,2023-06-20 17:07:05,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,2024-11-04 08:10:18,3
1381,313.69,2023-03-10 16:35:33,Debit,Oklahoma City,Branch,73.0,Retired,152.0,1.0,7093.68,2024-11-04 08:10:23,0
1382,411.72,2023-06-20 18:43:51,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,2024-11-04 08:11:43,3
1383,508.73,2023-07-14 16:22:54,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,2024-11-04 08:09:07,1
1384,153.08,2023-11-27 16:57:08,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,2024-11-04 08:09:29,2
1385,23.00999999999999,2023-06-09 18:33:04,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,2024-11-04 08:09:14,3
1386,69.28000000000003,2023-10-30 16:36:24,Debit,Los Angeles,Online,25.0,Student,129.0,1.0,708.7399999999998,2024-11-04 08:11:01,2
1388,407.65,2023-08-07 17:17:34,Debit,Denver,ATM,25.0,Student,263.0,1.0,273.77999999999975,2024-11-04 08:08:37,1
1389,459.25,2023-05-23 16:44:33,Debit,Tucson,Branch,25.0,Student,59.0,1.0,130.76000000000022,2024-11-04 08:11:47,3
1390,301.56,2023-02-09 17:46:49,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,2024-11-04 08:10:23,0
1391,17.670000000000016,2023-06-27 17:50:21,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.1800000000007,2024-11-04 08:10:55,3
1393,401.37,2023-09-18 16:18:19,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,2024-11-04 08:11:41,1
1394,145.4,2023-07-06 17:53:38,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,2024-11-04 08:09:52,3
1395,556.34,2023-10-19 16:34:22,Debit,Seattle,Online,37.0,Doctor,46.0,1.0,11935.14,2024-11-04 08:07:12,2
1396,34.31,2023-04-28 16:55:28,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.7600000000002,2024-11-04 08:11:26,3
1398,282.65,2023-03-08 17:42:36,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,2024-11-04 08:08:51,0
1399,305.27,2023-09-27 16:25:38,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.65,2024-11-04 08:09:31,1
1400,185.81,2023-09-20 16:30:06,Debit,Austin,Online,32.0,Doctor,116.0,1.0,9588.71,2024-11-04 08:10:15,1
1401,66.00999999999999,2023-10-06 18:39:39,Debit,Milwaukee,Online,49.0,,179.0,1.0,3475.99,2024-11-04 08:07:05,1
1402,447.95,2023-01-11 17:27:56,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.4,2024-11-04 08:09:20,0
1403,279.3,2023-06-22 17:28:02,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.6099999999992,2024-11-04 08:07:20,3
1405,611.1500000000001,2023-08-11 17:12:30,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.8299999999999,2024-11-04 08:09:23,1
1406,275.2,2023-08-24 17:13:38,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,2024-11-04 08:09:50,1
1407,427.79,2023-02-21 17:42:42,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,2024-11-04 08:08:54,0
1409,102.81000000000003,2023-12-04 16:23:00,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,2024-11-04 08:08:07,2
1410,22.610000000000014,2023-12-21 17:56:04,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.6700000000005,2024-11-04 08:06:47,2
1411,68.28,2023-06-08 18:54:04,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,2024-11-04 08:08:24,3
1414,73.23000000000002,2023-06-23 16:41:27,Debit,San Francisco,Branch,20.0,Student,172.0,1.0,1309.85,2024-11-04 08:12:22,3
1417,389.05,2023-01-06 17:35:08,Debit,Dallas,ATM,27.0,Student,41.0,1.0,761.0,2024-11-04 08:11:28,0
1420,66.91,2023-01-30 18:47:17,Debit,Seattle,ATM,39.0,Doctor,85.0,1.0,871.1000000000004,2024-11-04 08:10:19,0
1421,335.48,2023-03-02 16:06:18,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,1.0,3023.16,2024-11-04 08:06:45,0
1422,38.139999999999986,2023-12-28 16:51:20,Debit,Albuquerque,Online,19.0,Student,174.0,1.0,1119.21,2024-11-04 08:09:59,2
1424,360.02,2023-02-09 16:29:06,Debit,Dallas,Online,68.0,Retired,68.0,1.0,6400.59,2024-11-04 08:08:53,0
1425,567.71,2023-02-06 18:39:23,Debit,Memphis,Online,63.0,Doctor,80.0,1.0,13884.24,2024-11-04 08:10:40,0
1426,218.19,2023-05-23 16:29:31,Debit,Austin,ATM,19.0,Student,185.0,1.0,620.8299999999999,2024-11-04 08:10:27,3
1427,209.99,2023-09-07 17:19:21,Debit,Denver,ATM,19.0,Student,40.0,1.0,1938.0100000000002,2024-11-04 08:11:39,1
1428,11.019999999999982,2023-11-13 16:32:53,Debit,Tucson,Branch,19.0,Student,280.0,1.0,964.79,2024-11-04 08:06:56,2
1429,83.43,2023-05-30 16:28:48,Debit,New York,Online,56.0,Retired,109.0,1.0,1870.1599999999999,2024-11-04 08:11:40,3
1430,344.97,2023-03-20 17:30:52,Debit,Austin,Online,34.0,Doctor,106.0,1.0,5577.94,2024-11-04 08:09:39,0
1431,172.29,2023-01-30 17:22:39,Debit,El Paso,ATM,36.0,Engineer,283.0,1.0,8700.8,2024-11-04 08:08:42,0
1432,195.54,2023-07-17 16:05:23,Debit,Omaha,Online,60.0,Retired,255.0,1.0,2794.66,2024-11-04 08:09:01,1
1433,101.23000000000002,2023-08-04 18:34:01,Debit,Colorado Springs,Online,45.0,Engineer,87.0,1.0,6169.71,2024-11-04 08:06:42,1
1434,180.46,2023-03-13 16:26:30,Debit,Fresno,ATM,25.0,Student,34.0,1.0,831.75,2024-11-04 08:11:23,0
1435,692.55,2023-03-07 16:51:37,Debit,Charlotte,Branch,53.0,Retired,109.0,1.0,2451.56,2024-11-04 08:12:17,0
1437,107.48000000000002,2023-02-07 17:38:18,Debit,Los Angeles,Branch,20.0,Student,103.0,1.0,1379.3900000000003,2024-11-04 08:12:07,0
1439,81.50999999999999,2023-08-10 16:10:22,Debit,Washington,Branch,25.0,Student,97.0,1.0,865.4899999999998,2024-11-04 08:07:15,1
1442,452.8,2023-11-24 16:45:11,Debit,Los Angeles,Branch,80.0,Retired,151.0,1.0,4840.67,2024-11-04 08:07:34,2
1443,645.04,2023-12-22 17:08:55,Debit,Memphis,Branch,70.0,Retired,78.0,1.0,7361.47,2024-11-04 08:07:29,2
1444,169.28,2023-03-27 18:08:06,Debit,Philadelphia,Branch,45.0,Doctor,114.0,1.0,5128.44,2024-11-04 08:11:54,0
1445,88.42000000000002,2023-10-18 16:28:19,Debit,El Paso,ATM,62.0,Doctor,91.0,1.0,12381.45,2024-11-04 08:09:15,2
1446,155.53,2023-03-24 17:04:32,Debit,Baltimore,ATM,29.0,Engineer,66.0,1.0,4008.05,2024-11-04 08:08:36,0
1448,39.24000000000001,2023-11-14 18:33:32,Debit,Dallas,ATM,77.0,Retired,106.0,1.0,6462.41,2024-11-04 08:11:18,2
1451,26.5,2023-02-08 16:42:59,Debit,Indianapolis,Online,48.0,Engineer,179.0,1.0,4854.83,2024-11-04 08:07:24,0
1452,83.62,2023-06-22 17:18:09,Debit,Raleigh,ATM,48.0,Doctor,146.0,1.0,12652.22,2024-11-04 08:12:06,3
1453,142.78,2023-05-09 16:40:52,Debit,San Diego,Branch,68.0,Doctor,150.0,1.0,11705.88,2024-11-04 08:12:22,3
1454,55.99000000000001,2023-11-13 16:16:24,Debit,El Paso,ATM,35.0,Doctor,95.0,1.0,932.6099999999997,2024-11-04 08:07:20,2
1455,774.48,2023-03-06 16:12:45,Debit,Louisville,Branch,61.0,Doctor,31.0,1.0,11613.58,2024-11-04 08:08:33,0
1456,105.37000000000003,2023-05-11 18:31:20,Debit,Sacramento,ATM,25.0,Student,160.0,1.0,1068.5500000000002,2024-11-04 08:09:44,3
1457,118.82999999999998,2023-06-26 16:10:25,Debit,Virginia Beach,Online,28.0,Student,295.0,1.0,1616.3000000000002,2024-11-04 08:08:28,3
1458,46.22000000000003,2023-11-13 16:41:09,Debit,San Jose,Branch,23.0,Student,217.0,1.0,471.27999999999975,2024-11-04 08:08:59,2
1460,377.97,2023-11-17 16:50:08,Debit,Miami,Online,72.0,Retired,160.0,1.0,2457.1,2024-11-04 08:11:04,2
1461,114.1,2023-05-22 17:45:02,Debit,Boston,Branch,69.0,Retired,148.0,1.0,5882.12,2024-11-04 08:11:19,3
1463,95.5,2023-05-22 16:24:02,Debit,Omaha,Online,57.0,Retired,17.0,1.0,4079.09,2024-11-04 08:08:19,3
1465,272.97,2023-04-17 18:42:04,Debit,Boston,Online,68.0,Retired,174.0,1.0,7811.31,2024-11-04 08:10:58,3
1466,73.35,2023-03-13 16:33:49,Debit,San Francisco,Branch,24.0,Student,47.0,1.0,1181.8400000000001,2024-11-04 08:09:57,0
1467,29.939999999999998,2023-10-13 16:22:08,Debit,San Francisco,ATM,58.0,Doctor,243.0,1.0,10915.54,2024-11-04 08:12:01,2
1469,50.52000000000001,2023-10-16 16:29:39,Debit,Boston,Online,20.0,Student,140.0,1.0,1121.1900000000005,,2
1471,153.07,2023-04-03 18:37:57,Debit,Detroit,ATM,56.0,Engineer,116.0,1.0,8873.43,2024-11-04 08:12:06,3
1472,52.93999999999997,2023-06-12 17:36:25,Debit,Tucson,Branch,41.0,Doctor,146.0,1.0,6990.92,2024-11-04 08:11:08,3
1473,384.41,2023-04-17 16:53:29,Debit,Jacksonville,ATM,60.0,Engineer,65.0,1.0,7831.56,2024-11-04 08:10:13,3
1474,235.42,2023-07-10 18:34:22,Debit,Phoenix,Branch,51.0,Retired,175.0,1.0,6173.23,2024-11-04 08:11:06,1
1475,114.23000000000002,2023-06-07 17:35:50,Debit,Dallas,ATM,56.0,Doctor,64.0,1.0,9523.72,2024-11-04 08:06:35,3
1476,12.620000000000005,2023-05-05 16:35:44,Debit,El Paso,Branch,33.0,Doctor,61.00000000000001,1.0,6420.47,2024-11-04 08:09:03,3
1478,373.52,2023-09-25 16:23:23,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,1.0,6430.41,2024-11-04 08:11:16,1
1479,336.05,2023-04-24 17:18:18,Debit,San Antonio,Branch,28.0,Student,164.0,1.0,1635.0500000000002,2024-11-04 08:12:13,3
1480,366.93,2023-12-11 18:43:00,Debit,Houston,Online,66.0,Retired,33.0,1.0,6697.79,2024-11-04 08:11:33,2
1481,112.27000000000001,2023-10-19 17:34:53,Debit,Seattle,Branch,58.0,Doctor,102.0,1.0,7369.89,2024-11-04 08:11:23,2
1482,494.96,2023-03-31 16:34:38,Debit,Sacramento,ATM,40.0,Engineer,132.0,1.0,6903.68,2024-11-04 08:08:34,0
1483,561.58,2023-06-23 17:38:26,Debit,Sacramento,Online,65.0,Doctor,23.0,1.0,11748.86,2024-11-04 08:06:32,3
1484,440.94,2023-09-13 18:38:27,Debit,San Antonio,Online,42.0,Doctor,148.0,1.0,7303.23,2024-11-04 08:11:22,1
1485,71.9,2023-02-20 16:28:39,Debit,Los Angeles,Branch,29.0,Doctor,51.0,1.0,10619.35,2024-11-04 08:12:07,0
1488,276.26,2023-02-13 17:04:50,Debit,Louisville,Branch,56.0,Doctor,143.0,1.0,120.89000000000033,2024-11-04 08:11:47,0
1489,35.45999999999998,2023-07-18 16:38:11,Debit,Indianapolis,ATM,67.0,Doctor,164.0,1.0,5692.31,2024-11-04 08:10:12,1
1490,38.139999999999986,2023-04-07 16:16:00,Debit,Portland,Branch,50.0,Engineer,165.0,1.0,9879.87,2024-11-04 08:07:16,3
1492,736.32,2023-04-12 17:06:06,Debit,Indianapolis,Online,31.0,Doctor,27.999999999999986,1.0,14268.95,2024-11-04 08:10:23,3
1494,25.579999999999984,2023-11-16 16:33:22,Debit,Omaha,ATM,60.0,Engineer,166.0,1.0,6741.41,2024-11-04 08:06:29,2
1495,446.1,2023-09-19 17:45:19,Debit,Seattle,ATM,25.0,Student,243.0,1.0,1008.4400000000005,2024-11-04 08:08:30,1
1496,147.73999999999998,2023-09-05 16:52:06,Debit,Raleigh,Branch,23.0,Student,15.0,1.0,1711.7799999999997,2024-11-04 08:12:18,1
1498,46.22999999999999,2023-05-29 17:45:26,Debit,Fresno,Online,77.0,Retired,282.0,1.0,5107.75,2024-11-04 08:09:46,3
1499,265.37,2023-05-26 17:56:17,Debit,Washington,Branch,33.0,Engineer,77.0,1.0,5229.95,2024-11-04 08:09:20,3
1500,342.57,2023-02-03 17:10:00,Debit,Boston,Online,20.0,Student,91.0,1.0,339.15999999999985,2024-11-04 08:09:51,0
1502,33.629999999999995,2023-11-03 16:50:08,Debit,Columbus,Online,63.0,Retired,76.0,1.0,4324.4,2024-11-04 08:10:52,2
1503,64.57999999999998,2023-12-04 18:06:30,Debit,El Paso,Branch,55.0,Retired,173.0,1.0,6292.29,2024-11-04 08:11:27,2
1508,71.87,2023-01-16 18:03:02,Debit,Nashville,ATM,22.0,Student,258.0,1.0,1839.1,2024-11-04 08:12:07,0
1509,308.8,2023-12-26 16:08:51,Debit,Baltimore,ATM,53.0,Retired,41.0,1.0,3966.54,2024-11-04 08:09:59,2
1511,288.43,2023-05-08 16:37:53,Debit,Phoenix,Branch,66.0,Retired,72.0,1.0,4577.09,2024-11-04 08:09:00,3
1513,214.15,2023-10-30 17:07:54,Debit,,Branch,32.0,Engineer,217.0,1.0,6397.29,2024-11-04 08:10:59,2
1515,170.36,2023-03-27 16:56:29,Debit,Indianapolis,ATM,30.0,Doctor,118.0,1.0,6034.73,2024-11-04 08:09:24,0
1517,736.53,2023-05-10 17:05:08,Debit,Philadelphia,ATM,55.0,Engineer,120.0,1.0,9826.26,2024-11-04 08:09:38,3
1518,213.42,2023-07-27 17:30:14,Debit,Columbus,ATM,45.0,Engineer,17.0,1.0,3736.38,2024-11-04 08:11:26,1
1519,94.09,2023-09-12 16:32:09,Debit,Miami,Branch,27.0,Student,203.0,1.0,646.8500000000004,2024-11-04 08:10:29,1
1523,3.6499999999999773,2023-02-13 17:48:36,Debit,Miami,Online,69.0,Doctor,146.0,1.0,10017.11,2024-11-04 08:11:01,0
1526,224.79,2023-08-22 16:34:34,Debit,Boston,Online,18.0,Student,129.0,1.0,528.3800000000001,2024-11-04 08:10:25,1
1527,64.30000000000001,2023-09-04 17:36:40,Debit,Louisville,ATM,55.0,Retired,67.0,1.0,7530.3,2024-11-04 08:11:58,1
1528,111.79000000000002,2023-12-26 17:40:23,Debit,Jacksonville,Online,62.0,Doctor,49.0,1.0,10887.59,2024-11-04 08:11:34,2
1532,170.45,2023-01-05 16:56:49,Debit,San Francisco,Branch,60.0,Engineer,199.0,1.0,2284.41,2024-11-04 08:09:17,0
1533,344.27,2023-09-19 17:23:14,Debit,San Antonio,Branch,22.0,Student,123.0,1.0,1918.3599999999997,2024-11-04 08:09:37,1
1534,872.72,2023-04-24 16:47:17,Debit,Washington,Online,22.0,Student,288.0,1.0,503.0100000000002,2024-11-04 08:10:49,3
1535,292.95,2023-02-16 16:23:11,Debit,Memphis,Branch,37.0,Engineer,56.0,1.0,1216.9099999999999,2024-11-04 08:11:13,0
1536,28.439999999999998,2023-08-31 17:43:38,Debit,Fresno,ATM,18.0,Student,243.0,1.0,1071.04,2024-11-04 08:09:03,1
1537,209.02,2023-03-03 17:08:36,Debit,El Paso,ATM,21.0,Student,74.0,1.0,187.89999999999964,2024-11-04 08:11:19,0
1538,20.05000000000001,2023-11-29 17:43:51,Debit,Chicago,ATM,72.0,Retired,171.0,1.0,7145.67,2024-11-04 08:08:00,2
1539,175.02,2023-04-10 16:23:53,Debit,Phoenix,Online,28.0,Student,71.0,1.0,1493.88,2024-11-04 08:09:21,3
1541,69.95999999999998,2023-10-16 17:43:00,Debit,Baltimore,Branch,28.0,Student,31.0,1.0,164.1199999999999,2024-11-04 08:08:13,2
1546,100.38000000000002,2023-11-27 17:51:15,Debit,Seattle,Branch,63.0,Doctor,49.0,1.0,10171.68,2024-11-04 08:09:18,2
1547,137.23,2023-04-07 16:50:22,Debit,Fresno,Branch,64.0,Doctor,63.0,1.0,13847.99,2024-11-04 08:08:41,3
1548,870.3,2023-08-28 17:56:39,Debit,San Jose,ATM,51.0,Retired,229.0,1.0,3688.98,2024-11-04 08:08:54,1
1549,458.94,2023-07-18 18:06:23,Debit,Detroit,Branch,52.0,Engineer,180.0,1.0,5619.95,2024-11-04 08:08:35,1
1551,757.15,2023-01-17 16:53:08,Debit,Raleigh,Online,53.0,Engineer,38.0,1.0,4702.86,2024-11-04 08:08:06,0
1556,170.97,2023-05-01 17:04:30,Debit,Nashville,Branch,26.0,Student,292.0,1.0,1265.27,2024-11-04 08:07:51,3
1558,659.15,2023-01-31 16:02:23,Debit,Boston,ATM,22.0,Student,204.0,1.0,1241.5900000000001,2024-11-04 08:06:24,0
1559,31.529999999999973,2023-12-20 17:15:14,Debit,Kansas City,Online,25.0,Student,283.0,1.0,874.9300000000003,2024-11-04 08:06:33,2
1561,250.01,2023-11-06 16:28:15,Debit,Kansas City,ATM,62.0,Retired,88.0,1.0,1541.48,2024-11-04 08:12:10,2
1562,554.15,2023-04-18 17:17:37,Debit,Raleigh,ATM,49.0,Doctor,108.0,1.0,14817.22,2024-11-04 08:12:11,3
1564,28.379999999999995,2023-05-18 16:24:16,Debit,Sacramento,Branch,55.0,Doctor,98.0,1.0,173.69999999999982,2024-11-04 08:08:56,3
1565,16.80000000000001,2023-11-27 17:01:48,Debit,San Diego,ATM,49.0,Doctor,94.0,1.0,11847.07,2024-11-04 08:09:51,2
1566,896.79,2023-11-06 16:35:59,Debit,Dallas,Online,33.0,Doctor,168.0,1.0,11146.74,2024-11-04 08:06:45,2
1567,159.0,2023-03-06 18:04:32,Debit,Las Vegas,ATM,49.0,Engineer,38.0,1.0,369.78999999999996,2024-11-04 08:08:35,0
1569,203.99,2023-01-20 16:34:35,Debit,Philadelphia,Online,52.0,Retired,215.0,1.0,4840.31,2024-11-04 08:09:52,0
1570,50.99000000000001,2023-10-31 16:45:07,Debit,Detroit,Branch,29.0,Doctor,76.0,1.0,1334.6,2024-11-04 08:10:00,2
1572,299.92,2023-10-09 18:41:21,Debit,Denver,ATM,27.0,Student,122.0,1.0,1368.0,2024-11-04 08:08:59,1
1573,77.54000000000002,2023-02-01 17:12:47,Debit,Phoenix,Online,67.0,Retired,73.0,1.0,4536.38,2024-11-04 08:10:22,0
